Merkez,Ünvanı,Adı,Soyadı,Anabilim Dalı,Bilim Dalı,YÖK ID,ResearcherID (Esas),ResearcherID (ikinci),ORCID (Esas),ORCID (ikinci),Scopus AuthorID,ScopusId (ikinci),ScopusId (üçüncü),ScopusId (dördüncü),ScopusId (beşinci),Pure adı
Ankara,Uzm. Dr.,Günay,ŞAHİN DALGIÇ,İç Hastalıkları,Romatoloji,,,,0000-0001-5704-8628,,,,,,,
Konya,Uzm. Dr.,Mehmet Alper,KARAMAN,İç Hastalıkları,Romatoloji,,,,,,,,,,,
Ankara,Prof. Dr.,Özden,ALTUNDAĞ,İç Hastalıkları,Tıbbi Onkoloji,5D4FADB9FADED7BE,W-9219-2019,,0000-0003-0197-6622,,6603767389,,,,,ozden-altundag
Adana,Prof. Dr.,Fatih,KÖSE,İç Hastalıkları,Tıbbi Onkoloji,3224BAF457FF7C05,G-4827-2016,,0000-0002-0156-5973,,12800660000,,,,,fatih-kose
Adana,Prof. Dr.,Özgür,ÖZYILKAN,İç Hastalıkları,Tıbbi Onkoloji,34622BBC06A66D37,,,0000-0001-8825-4918,,57210774952,,,,,ozgur-ozyılkan
Ankara,Prof. Dr.,Zafer,AKÇALI,İç Hastalıkları,Tıbbi Onkoloji,E5DB2CD6D3E2AC62,U-7339-2017,,0000-0003-2473-4431,,6603165502,,,,,
Adana,Doç. Dr.,Ahmet,SEZER,İç Hastalıkları,Tıbbi Onkoloji,694A608FCE0EA20F,O-1262-2015,,0000-0002-6445-1439,,26039488700,,,,,ahmet-sezer
Adana,Doç. Dr.,Ahmet Taner,SÜMBÜL,İç Hastalıkları,Tıbbi Onkoloji,7E1C59535805F19F,D-4793-2014,,0000-0002-5573-906X,,35338009100,37262070300,,,,ahmet-taner-sumbul
Ankara,Doç. Dr.,Arzu,OĞUZ,İç Hastalıkları,Tıbbi Onkoloji,F2B04F80DBBCD1EC,W-8004-2019,,0000-0001-6512-6534,,55675531600,,,,,arzu-oguz
Adana,Doç. Dr.,Hüseyin,MERTSOYLU,İç Hastalıkları,Tıbbi Onkoloji,8464609DB27393F7,M-9530-2014,,0000-0002-1932-9784,,26039305600,,,,,huseyin-mertsoylu
Adana,Dr. Öğr. Üyesi Dr.(Doç.),Ali Ayberk,BEŞEN,İç Hastalıkları,Tıbbi Onkoloji,52CECC529241A9CC,,,0000-0002-7862-0192,,56366288700,,,,,ali-ayberk-besen
İstanbul,Dr. Öğr. Üyesi Dr.(Doç.),Nadire,KÜÇÜKÖZTAŞ,İç Hastalıkları,Tıbbi Onkoloji,A76C6C12510BBB74,,,0000-0001-5588-0306,,36773255000,,,,,
Ankara,Dr. Öğr. Üyesi Dr.,Samed,RAHATLI,İç Hastalıkları,Tıbbi Onkoloji,921DC812950B11BF,,,0000-0003-3163-7429,,55649302300,,,,,
Konya,Uzm. Dr.,Tunç,GÜLER,İç Hastalıkları,Tıbbi Onkoloji,,,,,,22957453600,,,,,
Ankara,Prof. Dr.,Aylin,YILDIRIR,Kardiyoloji,,43A7169C3A6ED5DE,A-4947-2018,,0000-0001-8750-5287,,55899555900,7003860270,,,,aylin-yıldırır
Konya,Prof. Dr.,Aytekin,GÜVEN,Kardiyoloji,,EE082036B1B9A9A1,,,0000-0003-1541-7434,,7006151752,,,,,aytekin-guven
Adana,Prof. Dr.,Hatice Göknur,TEKİN,Kardiyoloji,,6422A2C140CF9022,,,,,8543741700,57189057435,,,,
Ankara,Prof. Dr.,Serpil,EROĞLU,Kardiyoloji,,6CE5A35CFA40F23C,,,0000-0003-3055-7953,,56231501700,7003449323,,,,serpil-eroglu
Adana,Prof. Dr.,Şenol,DEMİRCAN,Kardiyoloji,,F293C91873CF4C22,,,0000-0002-2841-1878,,6602851636,,,,,
Adana,Prof. Dr.,Fatma,YİĞİT,Kardiyoloji,,C54DF5BD3A66842D,,,,,22939471800,,,,,fatma-yigit
Ankara,Prof. Dr.,Mehmet Bülent,ÖZİN,Kardiyoloji,,311134D2424A34FB,,,0000-0003-3821-412X,0000-0002-6864-0093,6701872987,8390512200,57195083998,,,
İstanbul,Prof. Dr.,Hakan,ALTAY,Kardiyoloji,,B9AEF1D06318FE81,,,0000-0002-8506-7583,,23984357400,,,,,hakan-altay
İstanbul,Prof. Dr.,Ömer,KOZAN,Kardiyoloji,,41057793F509430B,,,0000-0002-7908-4029,,6603015711,,,,,
İstanbul,Prof. Dr.,Seçkin,PEHLİVANOĞLU,Kardiyoloji,,E2AE45EA1311912E,,,0000-0002-0529-324X,,6602207833,57189355718,,,,
Ankara,Prof. Dr.,Alp,AYDINALP,Kardiyoloji,,CD55B1C763575B0D,,,0000-0002-3761-8782,,6506098888,,,,,
Ankara,Prof. Dr.,Bahar,PİRAT,Kardiyoloji,,4C18F0EC4F8AF7B0,,,0000-0003-4576-8630,,6507714534,,,,,
Ankara,Prof. Dr.,Melek Zekiye,ULUÇAM,Kardiyoloji,,2FE3D9EEE26E999C,,,0000-0002-4107-3500,,6507584682,,,,,melek-zekiye-ulucam
İstanbul,Prof. Dr.,Armağan,ALTUN,Kardiyoloji,,BB95B5125BD0D66A,,,0000-0002-3233-8263,,7005722551,,,,,armagan-altun
Ankara,Prof. Dr.,İbrahim Haldun,MÜDERRİSOĞLU,Kardiyoloji,,22F9B4BEA1EB7912,AAG-8233-2020,,0000-0002-9635-6313,,7004312209,,,,,ibrahim-haldun-muderrisoglu
Adana,Prof. Dr.,Abdullah,TEKİN,Kardiyoloji,,06145A1F10321436,,,0000-0002-5658-870X,,8687481100,,,,,
İstanbul,Prof. Dr.,Öykü,GÜLMEZ,Kardiyoloji,,6D3FE83BB9C90735,,,0000-0002-9429-5430,,12791837900,,,,,
Ankara,Prof. Dr.,Leyla Elif,SADE AKDOĞAN,Kardiyoloji,,7C67138CECF4A545,,,0000-0003-3737-8595,,12808884600,57189027319,,,,leyla-elif-sade
Adana,Doç. Dr.,Tansel,EROL,Kardiyoloji,,BFCD5D92ACED60EA,,,0000-0001-9934-0619,,8687481500,,,,,tansel-erol
Ankara,Doç. Dr.,Kaan,OKYAY,Kardiyoloji,,861880FC2FA860B1,,,0000-0001-6134-8826,,9042017800,,,,,
Ankara,Doç. Dr.,Uğur Abbas,BAL,Kardiyoloji,,5A23865E752E864A,,,0000-0002-9446-2518,,36840826500,,,,,ugur-abbas-bal
İzmir,Dr. Öğr. Üyesi Dr.(Doç.),Cihan,ALTIN,Kardiyoloji,,E23DE7A61E273FB8,,,0000-0002-3996-5681,,23979295100,,,,,
Adana,Dr. Öğr. Üyesi Dr.(Doç.),Mustafa,YILMAZ,Kardiyoloji,,E69F33A438F996F2,,,,,55425754300,,,,,mustafa-yilmaz
Ankara,Dr. Öğr. Üyesi Dr.,Emir,KARAÇAĞLAR,Kardiyoloji,,08E20FB29E3291F8,,,0000-0002-2538-1642,,24724787500,,,,,
Ankara,Dr. Öğr. Üyesi Dr.,Kerem Can,YILMAZ,Kardiyoloji,,3488FF06E297F467,,,0000-0003-3320-9508,,55330239900,,,,,
Alanya,Dr. Öğr. Üyesi Dr.,Ali,ÇONER,Kardiyoloji,,2EBF71DA58367136,,,0000-0002-5711-8873,,55624496900,,,,,
Ankara,Dr. Öğr. Üyesi Dr.,Orçun,ÇİFTCİ,Kardiyoloji,,D27932AB94289DCE,,,0000-0001-8926-9142,,57214600857,12808065700,,,,orcun-ciftci
Alanya,Öğr. Gör. Dr.,Sinan,AKINCI,Kardiyoloji,,B3F7E481BC2D119A,,,0000-0001-5250-5404,,24576511000,,,,,
Ankara,Uzm. Dr.,Egemen,TAYFUN,Kardiyoloji,,,,,,,6507389335,,,,,
İzmir,Uzm. Dr.,Necmi,ÖZEN,Kardiyoloji,,,,,,,57191478463,,,,,
Adana,Uzm. Dr.,Sefa,OKAR,Kardiyoloji,,,,,0000-0003-1413-7393,,57193992301,,,,,
İstanbul,Uzm. Dr.,Abdulla,ARSLAN,Kardiyoloji,,,,,0000-0003-2355-3524,,56532332900,,,,,
Ankara,Uzm. Dr.,Suzan,KESKİN,Kardiyoloji,,,,,0000-0003-4853-8398,,57204798184,,,,,
İstanbul,Uzm. Dr.,Umut,KOCABAŞ,Kardiyoloji,,,,,0000-0001-6424-9399,,57211015002,,,,,
Ankara,Uzm. Dr.,Arzu Neslihan,AKGÜN,Kardiyoloji,,,,,0000-0002-1752-4877,,57201280363,57201271042,,,,
Alanya,Uzm. Dr.,Taylan Erdem,ŞAHİN,Kardiyoloji,,,,,,,,,,,,
Alanya,Uzm. Dr.,Ertan,AKBAY,Kardiyoloji,,,,,0000-0002-9146-0621,,55969981500,,,,,
Adana,Uzm. Dr.,Aynur,ACIBUCA,Kardiyoloji,,,,,0000-0002-3444-8845,,56470743000,,,,,
Ankara,Uzm. Dr.,Çaşıt Olgun,ÇELİK,Kardiyoloji,,,,,0000-0002-7190-5443,,57211574655,,,,,
Ankara,Arş. Gör. Dr.,Umut,ALTAŞ,Kardiyoloji,,51D1BE42317B9573,,,,,,,,,,
Ankara,Arş. Gör. Dr.,İzzet,MERCANOV,Kardiyoloji,,,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Güldeniz,UZAR,Kardiyoloji,,E79C980D9C70D2C9,,,,,,,,,,
Adana,Prof. Dr.,Vahide Deniz,YERDELEN,Nöroloji,,68225BF3B3806FD9,,,0000-0001-6799-5100,,6503996379,,,,,vahide-deniz-yerdelen
Ankara,Prof. Dr.,Ülkü Sibel,BENLİ,Nöroloji,,91B96003DCC3DF12,,,,,6507921308,,,,,ulku-sibel-benli
Adana,Prof. Dr.,Başak,KARAKURUM GÖKSEL,Nöroloji,,BDB6CDDE3C56E2DB,,,0000-0003-2766-2277,,36135661100,,,,,basak-karakurum-goksel
Ankara,Prof. Dr.,Ufuk,CAN,Nöroloji,,D036421948B7E2D0,,,,,6603618003,,,,,ufuk-can
Ankara,Prof. Dr.,Münire,KILINÇ TOPRAK,Nöroloji,,AD5C89F63859D6E6,,,0000-0001-7979-0276,,55196454800,7005502384,57203206083,25621942800,,
Ankara,Prof. Dr.,Turgut,ZİLELİ,Nöroloji,,2D09AAD60916A360,,,,,7003765944,36828897700,57188785516,57188785515,,
Ankara,Doç. Dr.,Eda,DERLE ÇİFTÇİ,Nöroloji,,FBA5256F0D02B7A9,,,0000-0003-2122-1016,,25029977200,57203209382,,,,eda-derle-ciftci
Alanya,Dr. Öğr. Üyesi Dr.(Doç.),Aynur,YILMAZ AVCI,Nöroloji,,36B5D4F490A3B8AA,,,0000-0001-9004-9382,,57193520550,,,,,
Ankara,Dr. Öğr. Üyesi Dr.(Doç.),Ruhsen,ÖCAL,Nöroloji,,6F3FFEEC0B987682,,,0000-0002-2440-2421,,36802434600,,,,,ruhsen-ocal
İzmir,Dr. Öğr. Üyesi Dr.(Doç.),Bedile İrem,TİFTİKCİOĞLU,Nöroloji,,D2BE2AC7E7EBDD60,,,0000-0002-4573-3844,,11839839600,,,,,
İstanbul,Öğr. Gör. Dr.,Meliha,GÜLERYÜZ,Nöroloji,,1CD42767D486E198,,,,,6602668134,,,,,
Ankara,Öğr. Gör. Dr.,Seda,KİBAROĞLU,Nöroloji,,9DEC7B1CBEEA525A,,,0000-0002-3964-268X,,56006062400,,,,,
Adana,Öğr. Gör. Dr.,Anıl,TANBUROĞLU,Nöroloji,,EF634D543DF62909,,,0000-0001-9627-3502,,57204663480,,,,,
İstanbul,Öğr. Gör. Dr.,Özlem,ARAAL ARPAT,Nöroloji,,520A3ACCB0606396,,,,,12243504400,55180666800,,,,
Alanya,Uzm. Dr.,Oktay,AKALIN,Nöroloji,,,,,,,6602287209,57204823029,,,,
Ankara,Uzm. Dr.,Berna,ALKAN,Nöroloji,,,,,,,,,,,,
Adana,Uzm. Dr.,Bireylül,DEMİR,Nöroloji,,,,,,,,,,,,
İzmir,Uzm. Dr.,Behiye,MUNGAN,Nöroloji,,,,,,,6506140298,,,,,
Konya,Uzm. Dr.,Tomris,UĞUR,Nöroloji,,,,,,,,,,,,
Adana,Uzm. Dr.,Ahmet Onur,KESKİN,Nöroloji,,,,,,,57205618587,,,,,
Ankara,Uzm. Dr.,İlkin,İYİGÜNDOĞDU,Nöroloji,,,,,,,57196299235,,,,,
Ankara,Arş. Gör. Dr.,Güven,GİRGİN,Nöroloji,,,,,,,,,,,,
Adana,Prof. Dr.,Ali Fuat,YAPAR,Nükleer Tıp,,44EDE56359CC4527,,,0000-0003-1715-4180,,56169081200,6507372939,,,,ali-fuat-yapar
Adana,Prof. Dr.,Mehmet,REYHAN,Nükleer Tıp,,A0C942CA8BBC5575,,,0000-0001-8550-3368,,57196028567,,,,,mehmet-reyhan
Ankara,Prof. Dr.,Ayşe,AKTAŞ,Nükleer Tıp,,E00954C906CCDC14,,,0000-0003-0149-2265,,7005590327,,,,,
Ankara,Prof. Dr.,Esra Arzu,GENÇOĞLU,Nükleer Tıp,,DE19D3DE3701EC27,,,0000-0003-4631-1683,,6603377986,12786932500,,,,
İstanbul,Doç. Dr.,Seval,ERHAMAMCI,Nükleer Tıp,,C8795344E8D3D31A,,,0000-0001-5016-4650,,42161189200,,,,,
Adana,Dr. Öğr. Üyesi Dr.(Doç.),Neşe,TORUN,Nükleer Tıp,,61F329A74E9F0EB0,,,0000-0002-5597-676X,,16311347700,,,,,nese-torun
Adana,Öğr. Gör. Dr.(Doç.),Gül Nihal,NURSAL,Nükleer Tıp,,48FC1C096EA25E57,,,0000-0002-5302-4386,,8946546600,,,,,
Adana,Prof. Dr.,Hüseyin Cem,ÖNAL,Radyasyon Onkolojisi,,F5581BF433009559,D-5195-2014,,0000-0002-2742-9021,,23490222600,,,,,huseyin-cem-onal
Adana,Prof. Dr.,Erkan,TOPKAN,Radyasyon Onkolojisi,,E01D7DCBD58E3214,,,0000-0001-8120-7123,,55885460400,,,,,erkan-topkan
Adana,Dr. Öğr. Üyesi Dr.(Doç.),Berna,AKKUŞ YILDIRIM,Radyasyon Onkolojisi,,EEFA4DAA0690F020,,,0000-0001-6661-4185,,36148843700,57039905800,,,,berna-yıldırım
Adana,Dr. Öğr. Üyesi Dr.(Doç.),Ozan Cem,GÜLER,Radyasyon Onkolojisi,,4016DE788639BF7E,,,0000-0001-6908-3412,,55745933100,,,,,
Adana,Dr. Öğr. Üyesi Dr.,Yurday,ÖZDEMİR,Radyasyon Onkolojisi,,5A59B814C96DED00,,,0000-0002-2218-2074,,56861948300,,,,,
Ankara,Uzm. Dr. (Doç.),Çağdaş,YAVAŞ,Radyasyon Onkolojisi,,09FA8A4AA09C5794,,,0000-0003-3940-1541,,33068437300,,,,,
Ankara,Prof. Dr.,Fatih,BOYVAT,Radyoloji,,14981C289406674B,,,0000-0002-0076-9034,,7004925249,,,,,fatih-boyvat
Adana,Prof. Dr.,Ayşin,PURBAGER,Radyoloji,,57D1CF073B9D7362,,,0000-0001-6099-2775,,8836617800,55426965500,,,,aysin-purbager
Ankara,Prof. Dr.,Ahmet Muhteşem,AĞILDERE,Radyoloji,,E3E7D861BC5016B5,AAB-5802-2020,,0000-0002-5850-6560,0000-0003-4223-7017,6603903474,,,,,ahmet-muhtesem-agıldere
Ankara,Prof. Dr.,Fuldem,YILDIRIM DÖNMEZ,Radyoloji,,501B160FBEDD22E5,,,0000-0003-4502-106X,,23011284900,24485666400,26644801900,,,fuldem-yıldırım-donmez
Ankara,Prof. Dr.,Tülin,YILDIRIM,Radyoloji,,B7D3CF0D8F4E8E0A,,,0000-0001-7788-9416,,7005994645,,,,,
İzmir,Prof. Dr.,Hasan,YERLİ,Radyoloji,,2BC9B513B87C9428,,,0000-0003-2463-1758,,8511080900,,,,,
İstanbul,Prof. Dr.,İclal,IŞIKLAR,Radyoloji,,DE00AC12B9134779,,,0000-0002-3498-5325,,6701774131,,,,,
Ankara,Prof. Dr.,Emin Alp,NİRON,Radyoloji,,620869D1B23A88BD,,,,,6602905009,6504692304,,,,
Adana,Prof. Dr.,Elif,KARADELİ,Radyoloji,,88BE7F613315B9BF,,,0000-0002-0352-8818,,23987814000,,,,,elif-karadeli
Adana,Prof. Dr.,Naime,ALTINKAYA,Radyoloji,,0DAAE51D184E1C3F,,,0000-0003-1348-8167,,35224623900,,,,,
İstanbul,Prof. Dr.,Selami,SUMA,Radyoloji,,3A58BFC092ED9D86,,,,,7004164059,,,,,
Ankara,Prof. Dr.,Nihal,USLU,Radyoloji,,0B725B02601AC598,,,0000-0002-8439-8700,,30767833900,,,,,
Ankara,Prof. Dr.,Eşref Umut,ÖZYER,Radyoloji,,717462E3A072B902,,,0000-0002-4300-009X,,9039206300,6507522105,,,,esref-umut-ozyer
Ankara,Prof. Dr.,Mehmet,ÇOŞKUN,Radyoloji,,4B389E390FFED5F1,,,,,57210101069,,,,,mehmet-coskun
Konya,Prof. Dr.,Erkan,YILDIRIM,Radyoloji,,E2D79C178332A4A9,Q-9702-2019,,,,57210709419,57206319344,14520798100,,,
Ankara,Prof. Dr.,Ömer Koray,HEKİMOĞLU,Radyoloji,,7F43E9BD1093E0D8,,,0000-0002-0805-0841,,24921205900,55316501700,,,,omer-koray-hekimoglu
Adana,Prof. Dr.,Özlem,ALKAN,Radyoloji,,BFBA753F7C1F7EAE,,,0000-0001-7526-3460,,24343186800,,,,,özlem-alkan
Adana,Prof. Dr.,Zafer,KOÇ,Radyoloji,,C5005E63B6A82D50,,,0000-0003-0987-1980,,55393260200,,,,,zafer-koc
Adana,Doç. Dr.,Şenay,DEMİR KEKEÇ,Radyoloji,,DC22B65C02D23D8C,,,,,26635037800,,,,,
Adana,Doç. Dr.,Çağatay,ANDİÇ,Radyoloji,,8F2B500A59D1B4A1,,,0000-0001-8581-8685,,23007705100,,,,,cagatay-andıc
Adana,Doç. Dr.,Gürcan,ERBAY,Radyoloji,,0B94B3CF52D5E123,,,0000-0002-1706-8680,,6603167634,,,,,gurcan-erbay
Ankara,Dr. Öğr. Üyesi Dr.(Doç.),Feride,KURAL,Radyoloji,,59599D84BA771018,,,0000-0002-4226-4034,,54781519000,57204518532,,,,feride-kural-rahatli
İzmir,Dr. Öğr. Üyesi Dr.(Doç.),Elçin,AYDIN,Radyoloji,,D601BF85628BFA35,,,0000-0003-0907-3647,,57189518841,,,,,
Ankara,Dr. Öğr. Üyesi Dr.,Hale,TURNAOĞLU,Radyoloji,,1016032F34EE5E5B,,,0000-0002-0781-0036,,57188877872,,,,,hale-turnaoglu
Ankara,Dr. Öğr. Üyesi Dr.,Aslıhan,ONAY ÇOLAK,Radyoloji,,,,,,,56448889200,,,,,
Ankara,Dr. Öğr. Üyesi Dr.,Kemal Murat,HABERAL,Radyoloji,,145E3E3FE4F78923,,,0000-0002-8211-4065,,57196347621,50961143400,,,,kemal-murat-haberal
Ankara,Dr. Öğr. Üyesi Dr.,Ali,HARMAN,Radyoloji,,BCDFD2F80590DE55,,,0000-0002-7386-7110,,14050323500,,,,,
Adana,Dr. Öğr. Üyesi Dr.,Hülya,ÖZDEMİR,Radyoloji,,CF0F426B9BD4D7DD,,,,,,,,,,
Ankara,Dr. Öğr. Üyesi Dr.,Pınar,ÇELTİKÇİ,Radyoloji,,,,,0000-0002-1655-6957,,56416421500,,,,,
İstanbul,Dr. Öğr. Üyesi Dr.,Ali,FIRAT,Radyoloji,,175BDFBE11160157,,,0000-0003-3296-7227,,56275123300,6701308188,,,,
İzmir,Öğr. Gör. Dr.,Esin,GEZMİŞ,Radyoloji,,91B3A7F3E5A26F07,,,0000-0002-1001-6028,,55845853400,,,,,
İstanbul,Uzm. Dr. (Doç.),Hatice,AKAY,Radyoloji,,,,,,,,,,,,
İstanbul,Uzm. Dr.,Kadihan,YALÇIN,Radyoloji,,,,,0000-0001-8488-6934,,56993840600,56444391400,54581895000,,,
Konya,Uzm. Dr.,Ümit Can,ÖZCAN,Radyoloji,,,,,0000-0002-4447-0296,,,,,,,
Adana,Uzm. Dr.,Aylin,GÜNEŞLİ YETİŞGEN,Radyoloji,,,,,0000-0002-8337-6905,,8838602600,55910403700,,,,
Adana,Uzm. Dr.,Çiğdem,YALÇIN,Radyoloji,,,,,,,55908609800,,,,,
Ankara,Uzm. Dr.,Özgür,ÖZEN,Radyoloji,,,,,0000-0001-9676-6390,,55891242700,,,,,
Alanya,Uzm. Dr.,Balnur,BULEKBAYEVA,Radyoloji,,,,,,,,,,,,
İstanbul,Uzm. Dr.,Bilge,ÇAKAR DEMİR,Radyoloji,,,,,0000-0001-6573-8303,,,,,,,
Ankara,Uzm. Dr.,Rahime,SEZER,Radyoloji,,,,,,,,,,,,
Ankara,Uzm. Dr.,Funda,ULU ÖZTÜRK,Radyoloji,,,,,0000-0003-2782-2824,,57193212597,36176677100,,,,
Alanya,Uzm. Dr.,Işılay,IŞIK,Radyoloji,,,,,,,55674036900,57062555700,,,,
İstanbul,Uzm. Dr.,Behlül,İGÜS,Radyoloji,,,,,0000-0003-4874-8141,,57189628260,,,,,
Konya,Uzm. Dr.,Çağrı,KESİM,Radyoloji,,,,,,,57201998548,,,,,
Ankara,Arş. Gör. Dr.,Gökhan,KAHRAMAN,Radyoloji,,1C0E6B87F7C5944B,,,0000-0001-9902-8844,,,,,,,
Ankara,Arş. Gör. Dr.,Altan,GARAYLI,Radyoloji,,,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Oğuzcan,ÜNAL,Radyoloji,,C773AA31ABDEF256,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Merve,ALTINTAŞ,Radyoloji,,1A7D9AE5DC42C3CC,,,0000-0002-2579-8376,,,,,,,
Ankara,Arş. Gör. Dr.,Pelin,KAYA,Radyoloji,,F2D4DD2AFD1DFAAA,,,,,,,,,,
Ankara,Prof. Dr.,Gamze,ÖZÇÜRÜMEZ BİLGİLİ,Ruh Sağlığı ve Hastalıkları,,F1BF0CF13FE1162B,,,0000-0002-3548-5517,,6506624504,57201323060,,,,
İzmir,Prof. Dr.,Afşin,SAĞDUYU,Ruh Sağlığı ve Hastalıkları,,6E3A9515C95227A1,,,,,6602150734,,,,,
Adana,Dr. Öğr. Üyesi Dr.(Doç.),Ebru,ALTINTAŞ,Ruh Sağlığı ve Hastalıkları,,CAAFAE337AE4B07A,,,0000-0003-2735-4805,,56414571900,,,,,ebru-altıntas
Ankara,Dr. Öğr. Üyesi Dr.,Arda,KARAGÖL,Ruh Sağlığı ve Hastalıkları,,D1280CA020399A59,,,0000-0003-4865-0451,,56037625900,,,,,arda-karagol
Konya,Dr. Öğr. Üyesi Dr.,Selen,IŞIK ULUSOY,Ruh Sağlığı ve Hastalıkları,,,,,0000-0003-2550-8989,,57200958446,,,,,
İzmir,Öğr. Gör. Dr.,Aslı,AKIN ASLAN,Ruh Sağlığı ve Hastalıkları,,5057D295EB22A38D,,,,,,,,,,
Ankara,Öğr. Gör. Dr.,Emine Özgün,KARAER KARAPIÇAK,Ruh Sağlığı ve Hastalıkları,,9EAE0660FB88B31F,,,0000-0003-4363-0347,,44061565400,,,,,
Ankara,Öğr. Gör. Dr.,Selvi,KAYIPMAZ,Ruh Sağlığı ve Hastalıkları,,7438ED815704F2B5,,,0000-0002-7984-2440,,57196352860,,,,,
Ankara,Uzm. Dr.,Yasemin,HOŞGÖREN ALICI,Ruh Sağlığı ve Hastalıkları,,,,,0000-0003-3384-8131,,56491354200,57209801362,,,,
Adana,Uzm. Dr.,Münevver,TÜNEL,Ruh Sağlığı ve Hastalıkları,,,,,0000-0001-7140-1803,,36864602600,,,,,
Alanya,Uzm. Dr.,Mehmet,ÇEKİRDEK,Ruh Sağlığı ve Hastalıkları,,,,,,,,,,,,
İstanbul,Uzm. Dr.,Ada,SALAJ,Ruh Sağlığı ve Hastalıkları,,,,,,,35077814500,57213650486,,,,
Ankara,Arş. Gör. Dr.,Gonca,AŞUT,Ruh Sağlığı ve Hastalıkları,,B2491D0E5A928DA1,,,0000-0002-7064-558X,,,,,,,
Ankara,Arş. Gör. Dr.,Esra,EMEKLİ,Ruh Sağlığı ve Hastalıkları,,,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Beren,ÖZEL,Ruh Sağlığı ve Hastalıkları,,37A4FD3547A02716,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Pelin,KUTLUTÜRK,Ruh Sağlığı ve Hastalıkları,,AED2A9C0FE08BA80,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Ceyhun,HACIYEV,Ruh Sağlığı ve Hastalıkları,,818C2D7544AFA9AB,,,,,,,,,,
Ankara,Prof. Dr.,Meral,TUNCER,Tıbbi Farmakoloji,,AAE94876EE81A480,,,0000-0003-3360-5092,,,,,,,
Ankara,Prof. Dr.,Ş. Remzi,ERDEM,Tıbbi Farmakoloji,,340EBCB22CBEC6CF,,,0000-0002-7537-2170,,56428708300,,,,,saban-remzi-erdem
Ankara,Doç. Dr.,Tolga Reşat,AYDOS,Tıbbi Farmakoloji,,0BCCF74F4C98D507,,,0000-0002-1832-9336,,8091625500,,,,,tolga-resat-aydos
Ankara,Dr. Öğr. Üyesi Dr.,Selda,EMRE AYDINGÖZ,Tıbbi Farmakoloji,,,,,0000-0001-7823-7620,,6506739209,7007130333,,,,
Ankara,Arş. Gör. Dr.,Oğuzhan Ekin,EFE,Tıbbi Farmakoloji,,5CE3ECE6F4FEF3EF,,,0000-0002-3243-7843,0000-0003-1531-4240,56313861200,,,,,
Ankara,Arş. Gör.,Karl Michael,LUX,Tıbbi Farmakoloji,,13CA77650BC4D61B,,,,,,,,,,
Ankara,Prof. Dr.,Zerrin,YILMAZ ÇELİK,Tıbbi Genetik,,126ABA466C539CE6,A-1229-2015,,0000-0001-9158-220X,,56087562500,56541764600,,,,zerrin-celik
Ankara,Prof. Dr.,Feride İffet,ŞAHİN,Tıbbi Genetik,,9C3F2FE9E4C05E21,AAC-7232-2020,,0000-0001-7308-9673,,7004923874,36653168100,35802673000,,,
Adana,Doç. Dr.,Özgür,KÜTÜK,Tıbbi Genetik,,7290206C8F3A6B8B,,,0000-0001-9854-7220,,6507681602,,,,,ozgur-kutuk
Ankara,Doç. Dr.,Yunus Kasım,TERZİ,Tıbbi Genetik,,FA03686EB15CECD0,,,0000-0001-5612-9696,,11839698900,,,,,yunus-kasım-terzi
Ankara,Dr. Öğr. Üyesi Dr.(Doç.),Gözde,ÜNSOY,Tıbbi Genetik,,7337576B02B47DDD,G-5351-2016,,0000-0003-4617-0331,,55371461300,,,,,
Ankara,Arş. Gör.,Selin,AKAD,Tıbbi Genetik,,8AFA556565A20C33,,,0000-0002-3808-7004,,57200700771,,,,,
Ankara,Prof. Dr.,İsmail Can,PELİN,Anatomi,,0E9E35A3D1E02DC1,,,0000-0003-0901-8883,,6507917935,6507138170,,,,ismail-can-pelin
Ankara,Prof. Dr.,Ayla,KÜRKÇÜOĞLU,Anatomi,,716BAF37671406FF,,,0000-0003-4350-4172,,24765457600,,,,,ayla-kurkcuoglu
Adana,Dr. Öğr. Üyesi Dr.(Doç.),Esin,ÖZŞAHİN,Anatomi,,5F17FD774CA875FE,,,,,9241755000,,,,,esin-ozsahin
Ankara,Dr. Öğr. Üyesi Dr.,Hale,ÖKTEM,Anatomi,,91E834896126BEA5,,,,,23029036300,,,,,hale-oktem
Ankara,Öğr. Gör. Dr.,Mine,POYRAZ,Anatomi,,26D82F46AA6B8DA4,,,,,6602234999,,,,,
Ankara,Öğr. Gör.,Melike,AKCAALAN,Anatomi,,,,,,,57103585800,,,,,
Ankara,Arş. Gör.,Beril,TEKİN,Anatomi,,,,,,,,,,,,
Ankara,Arş. Gör.,Merve,İZCİ,Anatomi,,D9478D12CFC6A8DF,,,,,,,,,,
Ankara,Arş. Gör.,Arife Gizem,KILIÇ,Anatomi,,B3608E0FB2B96268,,,,,,,,,,
Ankara,Arş. Gör.,Işık Ecem,KILIÇ,Anatomi,,A129096113B33A7C,,,0000-0001-7480-5117,,,,,,,
